City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Bengkulu,ID,2022-02-27 16:46:07,-3.8004,102.2655,76.39,83,89,3.74
295,Nijar,ES,2022-02-27 16:46:07,36.9665,-2.206,52.77,64,99,9.89
296,Garowe,SO,2022-02-27 16:46:08,8.4054,48.4845,75.02,70,7,22.01
297,Tan An,VN,2022-02-27 16:46:08,10.5333,106.4167,79.23,69,35,10.51
298,Ojinaga,MX,2022-02-27 16:46:09,29.5667,-104.4167,54.63,30,6,6.38
299,At-Bashi,KG,2022-02-27 16:46:09,41.1702,75.8106,11.98,66,13,3.47
300,Kamenskiy,RU,2022-02-27 16:46:09,50.8855,45.488,31.71,99,100,9.01
301,Avera,US,2022-02-27 16:46:09,33.194,-82.5271,55.15,89,100,3.67
302,Mahajanga,MG,2022-02-27 16:46:10,-15.7167,46.3167,78.1,83,100,3.36
303,Zapolyarnyy,RU,2022-02-27 16:46:10,69.4154,30.8136,34.72,89,100,28.61
304,Lebu,CL,2022-02-27 16:37:47,-37.6167,-73.65,63.48,63,7,9.98
305,El Alto,PE,2022-02-27 16:46:10,-4.2714,-81.2147,76.8,64,95,7.45
306,Port Jervis,US,2022-02-27 16:46:11,41.3751,-74.6927,39.61,49,0,15.23
307,Ornskoldsvik,SE,2022-02-27 16:46:11,63.2909,18.7153,31.35,98,89,4.59
308,Valcourt,CA,2022-02-27 16:46:11,45.5001,-72.3158,29.21,92,100,13.15
309,Cidreira,BR,2022-02-27 16:46:11,-30.1811,-50.2056,82.04,74,76,16.98
310,Talnakh,RU,2022-02-27 16:46:12,69.4865,88.3972,9.84,95,100,7.49
311,Husavik,IS,2022-02-27 16:46:12,66.0449,-17.3389,31.91,72,63,6.89
312,Touros,BR,2022-02-27 16:46:12,-5.1989,-35.4608,87.21,53,41,15.73
313,Nevsehir,TR,2022-02-27 16:46:13,38.9167,34.6667,42.6,68,81,1.86
314,Pemba,MZ,2022-02-27 16:46:13,-12.974,40.5178,80.46,80,94,6.29
315,Tucuman,AR,2022-02-27 16:46:13,-26.8241,-65.2226,99.45,36,12,7.25
316,Mehamn,NO,2022-02-27 16:46:14,71.0357,27.8492,38.44,93,100,29.37
317,Dembi Dolo,ET,2022-02-27 16:47:14,8.5333,34.8,74.37,34,73,2.55
318,La Romana,DO,2022-02-27 16:47:14,18.4273,-68.9728,85.46,50,9,8.95
319,Nkongsamba,CM,2022-02-27 16:47:15,4.9547,9.9404,83.61,42,49,6.24
320,Santa Cruz,BO,2022-02-27 16:44:43,-17.8,-63.1667,92.43,43,76,16.51
321,Wajid,SO,2022-02-27 16:47:15,3.8093,43.2471,91.81,22,13,16.87
322,Synya,RU,2022-02-27 16:47:15,65.3718,58.0387,9.48,93,53,11.63
323,Qaqortoq,GL,2022-02-27 16:47:16,60.7167,-46.0333,9.63,86,100,3.65
324,Berdigestyakh,RU,2022-02-27 16:47:16,62.0989,126.6992,-20.97,100,100,2.66
325,Xichang,CN,2022-02-27 16:47:16,27.8964,102.2634,48.56,53,0,2.71
326,Nivala,FI,2022-02-27 16:47:17,63.9167,24.9667,33.75,88,100,10.54
327,Road Town,VG,2022-02-27 16:47:17,18.4167,-64.6167,77.65,75,5,14.58
328,Malanje,AO,2022-02-27 16:47:17,-9.5402,16.341,68.14,91,90,4.74
329,Olafsvik,IS,2022-02-27 16:47:18,64.8945,-23.7142,34.09,81,100,14.2
330,Port Charlotte,US,2022-02-27 16:47:18,26.9762,-82.0906,81.45,50,0,8.5
331,Itaituba,BR,2022-02-27 16:47:18,-4.2761,-55.9836,89.19,59,72,4.85
332,Ambilobe,MG,2022-02-27 16:47:19,-13.2,49.05,76.3,93,100,1.83
333,Ucluelet,CA,2022-02-27 16:45:17,48.9329,-125.5528,44.46,91,100,3.62
334,Gat,IL,2022-02-27 16:47:19,31.61,34.7642,54.36,84,15,6.17
335,Moratuwa,LK,2022-02-27 16:47:19,6.773,79.8816,78.89,79,26,8.84
336,Goderich,CA,2022-02-27 16:45:18,43.7501,-81.7165,31.91,74,99,19.57
337,Saint-Philippe,RE,2022-02-27 16:47:20,-21.3585,55.7679,78.35,81,93,6.55
338,Isiolo,KE,2022-02-27 16:47:20,0.3546,37.5822,77.2,38,27,7.18
339,Neosho,US,2022-02-27 16:47:20,36.869,-94.368,42.49,30,1,5.59
340,Narasannapeta,IN,2022-02-27 16:47:20,18.4167,84.05,71.96,62,7,3.42
341,Mier,MX,2022-02-27 16:47:21,26.4333,-99.15,48.88,75,100,16.35
342,Khatanga,RU,2022-02-27 16:47:21,71.9667,102.5,-18.18,100,46,3.67
343,Rio Gallegos,AR,2022-02-27 16:43:54,-51.6226,-69.2181,52.99,43,100,12.21
344,Iqaluit,CA,2022-02-27 16:47:22,63.7506,-68.5145,-12.77,83,100,9.08
345,Fez,MA,2022-02-27 16:47:22,34.0372,-4.9998,63.61,65,98,8.28
346,Alofi,NU,2022-02-27 16:47:22,-19.0595,-169.9187,75.09,100,99,1.14
347,Amahai,ID,2022-02-27 16:47:23,-3.3333,128.9167,78.58,82,87,3.89
348,Atascadero,US,2022-02-27 16:47:23,35.4894,-120.6707,55.2,32,100,8.84
349,Turayf,SA,2022-02-27 16:47:23,31.6725,38.6637,56.66,41,21,3.04
350,Namatanai,PG,2022-02-27 16:47:23,-3.6667,152.4333,78.66,86,100,8.03
351,Falam,MM,2022-02-27 16:47:24,22.9167,93.6833,51.87,46,0,3.6
352,Port Hardy,CA,2022-02-27 16:47:24,50.6996,-127.4199,41.27,93,100,9.55
353,Ariquemes,BR,2022-02-27 16:47:24,-9.9133,-63.0408,89.53,58,100,0.98
354,Jati,PK,2022-02-27 16:47:25,24.3539,68.2671,77.07,22,0,10.27
355,Pringsewu,ID,2022-02-27 16:47:25,-5.3582,104.9744,72.36,89,34,3.33
356,Arraias,BR,2022-02-27 16:47:25,-12.9288,-46.9437,85.39,52,32,3.29
357,Kombai,IN,2022-02-27 16:47:25,9.8333,77.3167,71.56,76,71,3.44
358,Ziyang,CN,2022-02-27 16:47:26,29.2497,117.8547,52.03,88,23,2.89
359,Saint-Paul,RE,2022-02-27 16:47:26,-21.0096,55.2707,78.89,83,97,2.24
360,Uyuni,BO,2022-02-27 16:47:26,-20.4597,-66.825,66.69,28,51,2.33
361,Hamilton,US,2022-02-27 16:42:55,39.1834,-84.5333,43.0,33,1,6.91
362,Lazaro Cardenas,MX,2022-02-27 16:47:27,17.9583,-102.2,83.21,54,14,4.21
363,Whitehorse,CA,2022-02-27 16:48:18,60.7161,-135.0538,14.9,95,100,5.68
364,Obidos,BR,2022-02-27 16:48:27,-1.9175,-55.5181,89.87,52,87,5.57
365,Nyuksenitsa,RU,2022-02-27 16:48:27,60.4128,44.2397,12.92,98,77,2.77
366,Klaksvik,FO,2022-02-27 16:48:28,62.2266,-6.589,42.98,75,97,23.96
367,Kutum,SD,2022-02-27 16:48:28,14.2,24.6667,75.29,13,17,9.71
368,Coron,PH,2022-02-27 16:48:28,11.9986,120.2043,78.37,77,0,10.22
369,Kruisfontein,ZA,2022-02-27 16:48:28,-34.0033,24.7314,70.66,80,9,18.68
370,Trelleborg,SE,2022-02-27 16:48:29,55.3751,13.1569,37.94,77,2,9.33
371,Saskylakh,RU,2022-02-27 16:48:29,71.9167,114.0833,-17.34,98,77,6.13
372,Thomasville,US,2022-02-27 16:48:29,35.8826,-80.082,43.41,90,100,1.3
373,Carbondale,US,2022-02-27 16:44:47,37.7273,-89.2168,39.16,82,0,4.61
374,Razole,IN,2022-02-27 16:48:29,16.4833,81.8333,68.27,72,4,3.74
375,Bowen,AU,2022-02-27 16:48:30,-20.0167,148.2333,77.22,79,59,2.71
376,Ust-Maya,RU,2022-02-27 16:48:30,60.4167,134.5333,-8.91,99,100,3.47
377,Birin,NP,2022-02-27 16:48:30,26.8865,88.0718,50.25,57,6,5.61
378,Aldan,RU,2022-02-27 16:48:31,58.6031,125.3894,-5.85,98,100,5.28
379,Okhotsk,RU,2022-02-27 16:48:31,59.3833,143.3,3.07,93,97,6.58
380,Oksfjord,NO,2022-02-27 16:48:31,70.2396,22.3479,43.72,73,100,20.27
381,Wajima,JP,2022-02-27 16:48:32,37.4,136.9,44.65,60,99,21.94
382,Coihaique,CL,2022-02-27 16:48:32,-45.5752,-72.0662,49.84,73,40,13.85
383,Baghdad,IQ,2022-02-27 16:47:32,33.3406,44.4009,66.11,39,0,8.05
384,San Rafael Del Sur,NI,2022-02-27 16:48:32,11.8485,-86.4384,88.43,41,12,13.2
385,Bud,US,2022-02-27 16:48:33,39.447,-86.1758,41.54,41,2,10.31
386,The Pas,CA,2022-02-27 16:48:33,53.8251,-101.2541,-2.36,83,79,3.22
387,College,US,2022-02-27 16:48:34,64.8569,-147.8028,14.85,97,100,2.51
388,Kisangani,CD,2022-02-27 16:48:34,0.5167,25.2,80.28,66,92,4.65
389,Grants Pass,US,2022-02-27 16:47:09,42.439,-123.3284,44.37,97,100,2.68
390,Huarmey,PE,2022-02-27 16:48:34,-10.0681,-78.1522,77.4,74,59,11.59
391,Vanimo,PG,2022-02-27 16:48:35,-2.6741,141.3028,76.73,89,100,2.62
392,Grindavik,IS,2022-02-27 16:48:35,63.8424,-22.4338,35.55,93,100,17.27
393,Bajil,YE,2022-02-27 16:48:35,15.0584,43.2851,79.68,69,85,9.98
394,Batsfjord,NO,2022-02-27 16:48:35,70.6345,29.7185,39.42,75,75,34.52
395,Faya,SA,2022-02-27 16:48:36,18.3851,42.4509,61.25,67,28,4.32
396,Inhambane,MZ,2022-02-27 16:48:36,-23.865,35.3833,75.18,74,9,9.24
397,Pullman,US,2022-02-27 16:48:36,46.7313,-117.1796,28.58,89,100,13.53
398,Kaduna,NG,2022-02-27 16:48:36,10.5222,7.4383,92.05,10,5,4.74
399,Mana,GF,2022-02-27 16:48:37,5.6592,-53.7767,82.18,73,60,11.36
400,Turiacu,BR,2022-02-27 16:48:37,-1.6633,-45.3717,84.31,74,90,6.13
401,Sabya,SA,2022-02-27 16:48:37,17.1495,42.6254,78.96,70,26,7.72
402,Wembley,AU,2022-02-27 16:48:38,-31.9333,115.8,74.25,57,0,14.25
403,Progreso,MX,2022-02-27 16:48:38,21.2833,-89.6667,83.1,59,0,7.02
404,Skjervoy,NO,2022-02-27 16:48:38,70.0311,20.9714,42.1,75,96,46.75
405,Hokitika,NZ,2022-02-27 16:48:38,-42.7167,170.9667,55.42,71,76,5.06
406,Houma,US,2022-02-27 16:47:51,29.5958,-90.7195,55.99,95,100,10.45
407,Rio Grande,BR,2022-02-27 16:48:39,-32.035,-52.0986,83.53,68,100,5.73
408,Starobaltachevo,RU,2022-02-27 16:48:39,56.0013,55.9213,30.69,99,100,1.7
409,Oktyabrskoye,RU,2022-02-27 16:49:39,43.0645,44.7417,41.32,91,100,2.46
410,Deniliquin,AU,2022-02-27 16:49:40,-35.5333,144.9667,67.96,68,88,7.07
411,Muzhi,RU,2022-02-27 16:49:40,65.3667,64.6667,4.19,80,26,7.14
412,Gasa,PS,2022-02-27 16:44:54,31.5,34.4667,57.07,78,9,8.14
413,Uyemskiy,RU,2022-02-27 16:49:40,64.4743,40.8524,23.7,79,86,10.94
414,Upata,VE,2022-02-27 16:49:41,8.0086,-62.3989,84.79,50,97,7.05
415,Oistins,BB,2022-02-27 16:45:47,13.0667,-59.5333,78.82,77,99,15.21
416,Tasiilaq,GL,2022-02-27 16:49:41,65.6145,-37.6368,21.65,76,97,26.51
417,Porto De Moz,BR,2022-02-27 16:49:41,-1.7483,-52.2383,85.51,69,78,4.83
418,Malinyi,TZ,2022-02-27 16:49:42,-8.9333,36.1333,75.52,89,100,2.59
419,Moerai,PF,2022-02-27 16:49:42,-22.4333,-151.3333,80.08,75,45,9.08
420,Kavieng,PG,2022-02-27 16:49:42,-2.5744,150.7967,79.95,79,100,4.56
421,Turukhansk,RU,2022-02-27 16:49:42,65.8167,87.9833,20.86,96,100,8.39
422,Boyuibe,BO,2022-02-27 16:49:43,-20.4167,-63.2833,94.66,35,21,15.01
423,Hareid,NO,2022-02-27 16:49:43,62.3714,6.0263,39.94,66,36,11.3
424,Fairbanks,US,2022-02-27 16:45:18,64.8378,-147.7164,15.22,97,100,2.46
425,Moche,PE,2022-02-27 16:49:43,-8.1711,-79.0092,74.61,79,76,8.23
426,Sergeyevka,KZ,2022-02-27 16:49:44,53.88,67.4158,4.98,98,38,5.59
427,La Cruz,MX,2022-02-27 16:49:44,23.9167,-106.9,75.9,32,49,6.4
428,Nador,MA,2022-02-27 16:49:44,35.174,-2.9287,56.71,88,100,14.29
429,Isabela,PH,2022-02-27 16:49:44,6.7085,121.9711,78.49,84,100,6.22
430,Pingliang,CN,2022-02-27 16:49:45,35.5392,106.6861,35.47,38,36,11.77
431,Ozark,US,2022-02-27 16:48:52,37.0209,-93.206,43.75,50,3,4.0
432,Boda,CF,2022-02-27 16:49:45,4.3189,17.4695,90.93,24,80,1.23
433,Laredo,US,2022-02-27 16:48:34,27.5064,-99.5075,48.2,93,100,8.05
434,Imperia,IT,2022-02-27 16:49:45,43.9667,7.7833,49.96,22,35,3.44
435,Fuzhou,CN,2022-02-27 16:49:03,26.0614,119.3061,51.53,88,29,3.11
436,Sarahan,IN,2022-02-27 16:49:46,31.5167,77.8,32.58,49,12,10.47
437,Ler,SS,2022-02-27 16:49:46,8.3018,30.1418,91.18,15,30,5.21
438,Amazar,RU,2022-02-27 16:49:47,53.858,120.875,-6.92,98,27,3.49
439,Kemin,KG,2022-02-27 16:49:47,42.7846,75.6892,37.11,65,0,6.31
440,Luderitz,NA,2022-02-27 16:49:47,-26.6481,15.1594,68.38,80,3,11.56
441,Red Deer,CA,2022-02-27 16:49:47,52.2668,-113.802,26.85,85,40,0.0
442,Muisne,EC,2022-02-27 16:49:48,0.6,-80.0333,71.8,96,100,3.65
443,Boulder City,US,2022-02-27 16:49:48,35.9786,-114.8325,51.78,15,0,8.05
444,Teruel,ES,2022-02-27 16:49:48,40.6667,-0.6667,42.13,75,100,4.94
445,Gwadar,PK,2022-02-27 16:49:19,25.1216,62.3254,73.08,80,1,10.42
446,Aklavik,CA,2022-02-27 16:49:49,68.2191,-135.0107,-20.79,98,18,8.97
447,Anadyr,RU,2022-02-27 16:49:49,64.75,177.4833,28.04,97,100,10.36
448,Havelock,US,2022-02-27 16:48:16,34.8791,-76.9013,47.05,78,100,1.01
449,Metkovic,HR,2022-02-27 16:49:49,43.0542,17.6483,45.97,55,97,17.69
450,Isangel,VU,2022-02-27 16:49:50,-19.55,169.2667,77.31,93,100,13.27
451,Mercedes,AR,2022-02-27 16:49:50,-34.6515,-59.4307,79.29,81,61,10.09
452,Mangaratiba,BR,2022-02-27 16:46:23,-22.9597,-44.0406,80.31,77,13,5.12
453,Walvis Bay,NA,2022-02-27 16:49:51,-22.9575,14.5053,74.35,60,0,16.11
454,Yaan,NG,2022-02-27 16:49:52,7.3833,8.5667,98.87,8,29,5.12
455,Awbari,LY,2022-02-27 16:49:52,26.5921,12.7805,74.35,14,86,8.77
456,Chapada Dos Guimaraes,BR,2022-02-27 16:49:52,-15.4606,-55.7497,83.82,55,23,3.76
457,Assiniboia,CA,2022-02-27 16:49:52,49.6334,-105.9845,28.31,68,51,12.66
458,Namibe,AO,2022-02-27 16:50:53,-15.1961,12.1522,75.88,78,34,7.47
459,Mareeba,AU,2022-02-27 16:50:53,-17.0,145.4333,77.72,87,31,3.38
460,Sechura,PE,2022-02-27 16:50:53,-5.5569,-80.8222,80.67,55,98,2.37
461,Naryan-Mar,RU,2022-02-27 16:50:53,67.6713,53.087,21.97,92,100,28.59
462,Coquimbo,CL,2022-02-27 16:50:54,-29.9533,-71.3436,69.53,64,0,11.5
463,Normandin,CA,2022-02-27 16:50:54,48.8333,-72.5321,16.38,65,100,11.25
464,Mazyr,BY,2022-02-27 16:50:54,52.0495,29.2456,28.92,83,83,11.32
465,Olkhovka,RU,2022-02-27 16:50:55,53.2115,60.6069,12.43,93,93,3.71
466,Kouroussa,GN,2022-02-27 16:50:55,10.65,-9.8833,101.07,12,12,2.08
467,Sao Joao Da Barra,BR,2022-02-27 16:50:55,-21.6403,-41.0511,79.65,77,6,10.02
468,Vanderhoof,CA,2022-02-27 16:50:56,54.0166,-124.0198,28.62,94,100,2.86
469,Qeshm,IR,2022-02-27 16:50:56,26.9581,56.2719,73.83,66,0,10.25
470,Sahibganj,IN,2022-02-27 16:50:56,25.25,87.65,72.52,38,1,3.2
471,Washington,US,2022-02-27 16:50:26,47.5001,-120.5015,34.29,88,100,3.13
472,Sioux Lookout,CA,2022-02-27 16:50:57,50.1001,-91.917,2.43,78,89,4.38
473,Hangzhou,CN,2022-02-27 16:50:57,30.2937,120.1614,46.31,88,17,2.3
474,Zabaykalsk,RU,2022-02-27 16:50:57,49.6333,117.3167,8.55,89,17,14.25
475,Dabakala,CI,2022-02-27 16:50:58,8.3667,-4.4333,89.37,42,88,8.1
476,El Limon,VE,2022-02-27 16:50:58,10.3059,-67.6321,79.48,65,58,1.95
477,Magistralnyy,RU,2022-02-27 16:50:59,56.1725,107.4458,10.76,92,97,5.06
478,Kenai,US,2022-02-27 16:50:59,60.5544,-151.2583,31.1,93,100,0.94
479,Adrar,MR,2022-02-27 16:51:00,20.5022,-10.0711,81.18,26,62,4.81
480,Altamira,BR,2022-02-27 16:51:00,-3.2033,-52.2064,85.78,66,81,5.48
481,Palauig,PH,2022-02-27 16:51:00,15.435,119.9045,78.03,73,24,4.56
482,Lata,PT,2022-02-27 16:51:00,40.1629,-8.3327,65.71,57,21,8.55
483,Kushiro,JP,2022-02-27 16:51:01,42.975,144.3747,26.53,75,95,10.76
484,Bubaque,GW,2022-02-27 16:51:01,11.2833,-15.8333,76.69,69,2,17.52
485,Carbonia,IT,2022-02-27 16:51:01,39.1672,8.5222,54.55,55,100,7.7
486,Labuhan,ID,2022-02-27 16:51:02,-6.8844,112.2051,78.37,86,94,8.93
487,Wageningen,NL,2022-02-27 16:51:02,51.9667,5.6667,42.26,59,0,8.57
488,Sebinkarahisar,TR,2022-02-27 16:51:02,40.2883,38.4236,30.63,84,47,4.94
489,Amambai,BR,2022-02-27 16:51:02,-23.1042,-55.2258,98.49,29,25,11.79
490,Port Blair,IN,2022-02-27 16:51:03,11.6667,92.75,81.46,68,26,11.59
491,Kapit,MY,2022-02-27 16:51:03,2.0167,112.9333,74.44,93,100,1.07
492,Baiyin,CN,2022-02-27 16:51:03,36.5583,104.2081,30.11,35,68,5.06
493,Jalu,LY,2022-02-27 16:51:04,29.0331,21.5482,69.15,25,0,6.55
494,Siavonga,ZM,2022-02-27 16:51:04,-16.5382,28.7088,78.91,71,24,7.87
495,Haapiti,PF,2022-02-27 16:51:04,-17.5667,-149.8667,81.3,74,94,17.49
496,Oussouye,SN,2022-02-27 16:51:04,12.485,-16.5469,87.03,33,1,16.26
497,Klamath Falls,US,2022-02-27 16:51:05,42.2249,-121.7817,35.85,74,75,3.85
498,Kemi,FI,2022-02-27 16:51:05,65.8596,24.8228,29.97,93,75,17.27
499,Niksar,TR,2022-02-27 16:51:05,40.5917,36.9517,46.8,81,39,4.47
500,Carson City,US,2022-02-27 16:48:36,39.1638,-119.7674,41.97,52,33,2.37
501,Narsaq,GL,2022-02-27 16:51:06,60.9167,-46.05,8.71,85,100,2.21
502,Santa Luzia,BR,2022-02-27 16:51:06,-19.7697,-43.8514,82.87,55,41,5.01
503,Yarada,IN,2022-02-27 16:51:06,17.65,83.2667,71.92,83,20,2.3
504,Mattru,SL,2022-02-27 16:52:06,7.6244,-11.8332,84.72,57,87,6.85
505,Red Bluff,US,2022-02-27 16:50:17,40.1785,-122.2358,50.2,54,18,5.03
506,Paredon,MX,2022-02-27 16:52:07,16.0333,-93.8667,89.11,42,2,10.85
507,Panalingaan,PH,2022-02-27 16:52:07,8.7842,117.4231,77.77,84,3,2.77
508,Mackay,AU,2022-02-27 16:52:07,-21.15,149.2,77.49,86,52,6.2
509,Maroantsetra,MG,2022-02-27 16:50:57,-15.4333,49.7333,75.51,93,100,7.18
510,Hailar,CN,2022-02-27 16:52:08,49.2,119.7,3.22,95,18,8.39
511,Bradley,US,2022-02-27 16:52:08,35.1501,-84.8666,40.14,97,100,3.78
512,Barguzin,RU,2022-02-27 16:52:08,53.6167,109.6167,14.61,93,97,6.82
513,Trairi,BR,2022-02-27 16:52:08,-3.2778,-39.2689,87.17,59,83,13.91
514,Santa Vitoria Do Palmar,BR,2022-02-27 16:48:48,-33.5189,-53.3681,71.04,96,100,0.67
515,Makat,KZ,2022-02-27 16:52:09,47.6469,53.3463,39.78,78,100,11.7
516,Alenquer,BR,2022-02-27 16:52:09,-1.9417,-54.7383,90.27,50,77,5.53
517,Yumen,CN,2022-02-27 16:52:09,40.2833,97.2,25.36,43,95,14.14
518,Camaqua,BR,2022-02-27 16:52:09,-30.8511,-51.8122,98.73,33,96,4.36
519,Pafos,CY,2022-02-27 16:52:10,34.7667,32.4167,56.44,65,55,5.1
520,Salou,ES,2022-02-27 16:52:11,41.0766,1.1416,54.59,52,68,4.34
521,Meulaboh,ID,2022-02-27 16:52:11,4.1363,96.1285,77.11,86,100,3.36
522,Berlevag,NO,2022-02-27 16:52:11,70.8578,29.0864,39.0,81,100,31.7
523,Kamina,CD,2022-02-27 16:52:11,-8.7386,24.9906,67.19,91,85,1.9
524,Gonaives,HT,2022-02-27 16:52:12,19.45,-72.6833,78.78,44,4,4.85
525,Usevya,TZ,2022-02-27 16:52:12,-7.1,31.2333,67.62,92,98,4.12
526,Agucadoura,PT,2022-02-27 16:52:12,41.4318,-8.7804,62.24,76,37,5.39
527,Lufilufi,WS,2022-02-27 16:52:12,-13.8745,-171.5986,79.48,87,92,9.4
528,Thiruvananthapuram,IN,2022-02-27 16:52:13,8.4833,76.9167,78.22,80,13,0.96
529,Kamaishi,JP,2022-02-27 16:52:13,39.2667,141.8833,35.58,67,10,7.83
530,Chiredzi,ZW,2022-02-27 16:52:13,-21.05,31.6667,77.58,47,4,2.01
531,Ust-Kuyga,RU,2022-02-27 16:52:14,70.0167,135.6,-17.16,100,100,4.34
532,Saint-Francois,FR,2022-02-27 16:52:15,46.4154,3.9054,49.44,50,0,9.22
533,Roald,NO,2022-02-27 16:52:15,62.5833,6.1333,43.99,61,33,16.04
534,Sabzevar,IR,2022-02-27 16:52:15,36.2126,57.6819,49.91,64,1,6.62
535,Geelong,AU,2022-02-27 16:51:49,-38.1471,144.3607,69.08,90,100,8.05
536,Awjilah,LY,2022-02-27 16:52:15,29.1081,21.2869,69.12,25,2,4.99
537,Ponnani,IN,2022-02-27 16:52:16,10.767,75.9252,78.96,78,1,3.31
538,Sabang,ID,2022-02-27 16:52:16,5.8933,95.3214,77.27,83,100,4.07
539,Sarangani,PH,2022-02-27 16:52:17,5.4033,125.4636,76.59,90,100,8.5
540,Ginda,IN,2022-02-27 16:52:17,30.6945,78.4932,39.51,46,2,8.12
541,Governador Dix-Sept Rosado,BR,2022-02-27 16:52:17,-5.4577,-37.5209,97.12,30,76,7.25
542,Jieshi,CN,2022-02-27 16:52:17,22.8134,115.8257,61.27,85,38,13.85
543,Paciran,ID,2022-02-27 16:52:18,-6.8767,112.3761,78.22,87,96,8.95
544,Monticello,US,2022-02-27 16:52:18,45.3055,-93.7941,20.19,87,67,3.18
545,Pudozh,RU,2022-02-27 16:52:18,61.8099,36.5345,17.46,92,70,7.05
546,Rio Verde De Mato Grosso,BR,2022-02-27 16:52:19,-18.9181,-54.8442,90.91,52,2,6.04
547,Teknaf,BD,2022-02-27 16:52:19,20.8624,92.3058,69.96,53,0,8.39
548,Samarai,PG,2022-02-27 16:52:19,-10.6167,150.6667,80.98,76,90,7.02
549,Raton,US,2022-02-27 16:53:20,36.9034,-104.4391,48.63,35,0,2.04
550,Meridian,US,2022-02-27 16:53:20,43.6121,-116.3915,26.55,53,100,11.14
551,Viedma,AR,2022-02-27 16:51:40,-40.8135,-62.9967,75.04,24,2,32.97
552,Khash,IR,2022-02-27 16:53:20,28.2211,61.2158,63.68,31,51,21.81
553,Batagay-Alyta,RU,2022-02-27 16:53:20,67.8006,130.4114,-1.16,98,100,3.91
554,Gamboma,CG,2022-02-27 16:53:21,-1.8764,15.8644,75.96,84,98,2.21
555,Salekhard,RU,2022-02-27 16:53:21,66.53,66.6019,3.7,88,48,8.88
556,Alice Springs,AU,2022-02-27 16:53:21,-23.7,133.8833,80.47,32,4,4.81
557,Khor,RU,2022-02-27 16:53:22,47.8861,134.9464,-2.96,91,16,9.35
558,Buala,SB,2022-02-27 16:53:22,-8.145,159.5921,78.35,87,100,6.85
559,Harper,LR,2022-02-27 16:53:22,4.375,-7.7169,83.73,70,62,10.29
560,Ondangwa,NA,2022-02-27 16:53:22,-17.9167,15.95,84.18,39,60,2.55
561,Puerto El Triunfo,SV,2022-02-27 16:53:23,13.2833,-88.55,87.4,45,51,8.14
562,Mehran,IR,2022-02-27 16:53:23,33.1222,46.1646,62.08,44,0,11.88
